CAMPUS,C20GP15R,C20GV15R,C2CRB15R,C30GP15R,C30GV15R,C3CRB15R,C40GP15R,C40GV15R,C4CRB15R,CA0GP15R,CA0GV15R,CACRB15R,CB0GP15R,CB0GV15R,CBCRB15R,CE0GP15R,CE0GV15R,CECRB15R,CF0GP15R,CF0GV15R,CFCRB15R,CH0GP15R,CH0GV15R,CHCRB15R,CI0GP15R,CI0GV15R,CICRB15R,CL0GP15R,CL0GV15R,CLCRB15R,CM0GP15R,CM0GV15R,CMCRB15R,CR0GP15R,CR0GV15R,CRCRB15R,CS0GP15R,CS0GV15R,CSCRB15R,CW0GP15R,CW0GV15R,CWCRB15R
227910108,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
227910109,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
227910110,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
227910111,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
227910112,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
227912001,-1,-1,.,-1,-1,-1,.,.,.,68,22.3,51,-1,-1,-1,55.6,33.3,33,63.4,14.6,48,76.9,30.8,47,-1,-1,-1,.,.,.,71,27.4,52,45.9,27,25,28.6,28.6,-1,64.8,21.1,52
227912002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
227912041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
227912101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
227913001,90.9,45.5,77,95.5,45.5,86,.,.,.,86.8,43.1,71,88.9,66.7,56,59.6,34.6,46,88,37.5,70,76.5,40.2,62,-1,-1,-1,-1,-1,.,85.8,48,73,71.1,41,50,29.7,10.8,25,88.7,42.6,72
227913002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
227913041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
227913042,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
227913101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
227913102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
227913103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
227913104,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
227913105,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
227913106,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
228901001,-1,-1,.,.,.,.,.,.,.,100,100,28,100,100,-1,100,100,27,100,100,20,-1,-1,-1,.,.,.,.,.,.,100,100,42,100,100,10,100,100,-1,100,100,32
228901102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
228903001,.,.,.,.,.,.,.,.,.,88.7,87.3,8,69.2,69.2,0,88.1,88.1,9,91.4,88.6,5,81.8,81.8,20,-1,-1,.,-1,-1,.,86.1,86.1,11,86.5,86.5,0,90,80,-1,95.7,93.5,7
228903041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
228903103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
228904001,.,.,.,.,.,.,.,.,.,100,100,13,.,.,.,100,100,-1,100,100,-1,.,.,.,.,.,.,.,.,.,100,100,-1,100,100,-1,.,.,.,100,100,13
228904101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
228905001,.,.,.,.,.,.,.,.,.,81,76.2,22,-1,-1,.,86.7,86.7,29,75,75,0,-1,-1,.,.,.,.,.,.,.,84.6,76.9,-1,84.6,84.6,20,100,100,-1,77.8,72.2,22
228905101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
229901001,-1,-1,-1,.,.,.,.,.,.,97.3,97.3,24,-1,-1,.,92.3,92.3,-1,91.7,91.7,20,.,.,.,-1,-1,.,.,.,.,100,100,29,93.8,93.8,-1,100,100,.,97,97,25
229901101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
229903001,-1,-1,-1,.,.,.,.,.,.,70,51.4,23,53.8,53.8,10,67.6,48.6,24,76.7,51.2,23,66.7,16.7,20,60,40,-1,.,.,.,59.3,51.9,24,61.3,58.1,14,57.1,57.1,.,75,54.5,29
229903041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
229903102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
229903103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
229904001,-1,-1,.,.,.,.,.,.,.,93.5,89.6,30,.,.,.,88.2,82.4,40,88.9,86.1,24,-1,-1,.,.,.,.,.,.,.,97.6,92.7,38,100,100,0,100,100,-1,94.6,90.5,30
229904041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
229904101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
229904103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
229905001,.,.,.,.,.,.,.,.,.,76,60,18,.,.,.,75,68.8,20,54.5,45.5,14,.,.,.,-1,-1,-1,.,.,.,92.9,71.4,-1,75,66.7,-1,87.5,87.5,-1,79.2,62.5,20
229905101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
229906001,.,.,.,.,.,.,.,.,.,100,100,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
229906101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
230901001,-1,-1,-1,.,.,.,.,.,.,94.4,94.4,45,100,100,0,88.2,88.2,38,100,100,43,-1,-1,-1,.,.,.,.,.,.,88.9,88.9,50,85.7,85.7,-1,-1,-1,-1,92.6,92.6,62
230901041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
230901101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
230902002,-1,-1,.,-1,-1,-1,.,.,.,76.1,65.2,27,65.5,48.3,22,65.7,56.7,17,76.7,69.9,24,66.7,57.1,17,.,.,.,-1,-1,.,75.6,61,31,68.6,65.7,7,81.3,81.3,-1,81.6,71.8,31
230902041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
230902102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
230902103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
230903001,-1,-1,-1,-1,-1,.,.,.,.,93,84.2,12,-1,-1,-1,90.3,83.9,23,90.9,77.3,14,-1,-1,.,-1,-1,-1,.,.,.,94.3,88.6,11,86.7,80,0,75,75,-1,90.9,79.5,15
230903041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
230903102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
230904001,.,.,.,.,.,.,.,.,.,94.1,94.1,10,-1,-1,-1,100,100,0,87.5,87.5,14,-1,-1,-1,.,.,.,.,.,.,100,100,-1,100,100,-1,-1,-1,.,90.9,90.9,17
230904101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
230905001,100,100,-1,.,.,.,.,.,.,97.6,90.4,52,-1,-1,-1,100,93.8,69,95.2,88.1,45,94.1,94.1,38,.,.,.,-1,-1,.,100,92.7,65,88.2,88.2,-1,83.3,83.3,.,98.3,88.3,56
230905041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
230905101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
230905102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
230906001,100,100,20,.,.,.,.,.,.,95.9,95.9,33,100,100,20,100,100,17,91.7,91.7,40,100,100,17,.,.,.,.,.,.,100,100,25,96.4,96.4,17,85.7,85.7,-1,94.4,94.4,38
230906041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
230906101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
230906102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
230908001,-1,-1,-1,-1,-1,.,.,.,.,84.3,80.4,19,.,.,.,76.9,69.2,40,80,72,17,-1,-1,-1,-1,-1,-1,.,.,.,88.5,88.5,21,88.2,82.4,5,-1,-1,.,81.8,77.3,21
230908041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
230908101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
231901001,-1,-1,-1,.,.,.,.,.,.,63.2,47.4,17,-1,-1,-1,62.5,50,17,54.5,40.9,13,68.2,54.5,20,-1,-1,-1,-1,-1,.,75,56.3,22,46.7,40,-1,40,40,-1,53.8,30.8,18
231901041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
231901102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
231902001,.,.,.,.,.,.,.,.,.,95,90,41,.,.,.,80,80,-1,90.9,90.9,44,100,100,20,.,.,.,-1,-1,-1,100,88.9,38,100,100,0,-1,-1,-1,92.3,84.6,50
231902102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
232901001,.,.,.,.,.,.,.,.,.,77.8,16.7,56,.,.,.,80,20,-1,75,0,50,75,12.5,50,.,.,.,.,.,.,80,30,63,-1,-1,-1,-1,-1,.,80,20,60
232902001,.,.,.,.,.,.,.,.,.,62.2,2.7,19,.,.,.,60,4,12,77.8,0,11,65.4,0,11,.,.,.,.,.,.,57.1,3.6,24,41.2,0,0,33.3,0,-1,54.5,9.1,38
232902041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
232902101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
232903001,.,.,.,100,40,0,-1,-1,.,75.2,55.3,9,.,.,.,69.4,56.5,3,75.6,50.4,5,72.7,56.3,5,.,.,.,33.3,16.7,-1,74.8,60.3,13,69.5,58.8,4,80.6,80.6,-1,96,52,26
232903044,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
232903046,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
232903101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
232903102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
232903103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
232903104,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
232903108,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
232904001,.,.,.,.,.,.,.,.,.,25,0,43,.,.,.,0,0,-1,57.1,0,-1,33.3,0,-1,.,.,.,.,.,.,7.7,0,-1,-1,-1,.,-1,-1,.,21.4,0,-1
233901001,-1,-1,-1,-1,-1,-1,.,.,.,76.5,64.3,25,40,20,-1,72.7,61.3,18,78.7,66.6,18,76.4,64.7,23,-1,-1,.,58.1,35.5,0,74.4,62.2,35,58.5,48.7,7,34,31.9,-1,78.6,59.5,38
233901002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
233901004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
233901043,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
233901102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
233901103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
233901104,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
233901106,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
233901108,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
233901110,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
233901111,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
233901112,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
233901113,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
233903001,.,.,.,.,.,.,.,.,.,64.3,7.1,43,.,.,.,60,20,40,50,0,33,42.9,0,29,.,.,.,.,.,.,75,12.5,50,-1,-1,-1,-1,-1,-1,85.7,14.3,57
234801001,.,.,.,.,.,.,.,.,.,7.1,0,20,-1,-1,.,8.3,0,-1,0,0,-1,-1,-1,-1,.,.,.,.,.,.,13.3,0,33,5.6,0,-1,-1,-1,.,8.7,0,22
234801002,.,.,.,.,.,.,.,.,.,20,0,-1,-1,-1,.,20,0,-1,.,.,.,-1,-1,.,.,.,.,.,.,.,20,0,-1,20,0,-1,-1,-1,-1,-1,-1,-1
234902001,-1,-1,-1,.,.,.,-1,-1,.,86.8,69.9,47,-1,-1,-1,80,68.6,46,87.3,66.7,45,100,80,17,-1,-1,-1,.,.,.,86.3,72.6,50,78.8,75.8,23,75,75,.,85.1,66.7,51
234902041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
234902101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
234902102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
234903001,-1,-1,-1,.,.,.,.,.,.,100,100,45,100,100,-1,100,100,29,100,100,36,100,100,17,-1,-1,-1,-1,-1,.,100,100,55,100,100,22,100,100,-1,100,100,53
234903041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
234903042,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
234903101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
234904001,-1,-1,-1,.,.,.,.,.,.,86.5,85.1,18,-1,-1,.,83.9,83.9,12,89.1,87,20,95.7,95.7,27,-1,-1,.,.,.,.,82.1,82.1,15,71,71,11,33.3,33.3,.,83,80.9,14
234904002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
234904041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
234904101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
234904102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
234905001,-1,-1,.,.,.,.,.,.,.,100,100,48,.,.,.,100,100,22,100,100,30,100,100,40,.,.,.,-1,-1,.,100,100,64,-1,-1,.,-1,-1,.,100,100,50
234905101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
234906001,-1,-1,.,-1,-1,-1,.,.,.,95.8,90.5,37,87.5,87.5,-1,91.7,88.3,31,94,86.7,37,96.4,92.9,31,-1,-1,-1,-1,-1,.,97.6,94.1,38,97.5,95.1,12,94.1,94.1,-1,96.9,91.3,40
234906041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
234906101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
234906103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
234906104,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
234907002,100,100,0,.,.,.,.,.,.,100,100,40,100,100,0,100,100,19,100,100,31,100,100,38,-1,-1,-1,-1,-1,.,100,100,50,100,100,20,100,100,-1,100,100,48
234907041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
234907042,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
234907101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
234907102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
234909001,.,.,.,.,.,.,.,.,.,90.5,90.5,29,.,.,.,88.9,88.9,-1,88.9,88.9,33,-1,-1,-1,.,.,.,-1,-1,.,91.7,91.7,-1,75,75,.,-1,-1,.,94.1,94.1,33
234909041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
234909101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
235901001,-1,-1,-1,.,.,.,.,.,.,75.5,73.6,22,-1,-1,-1,87.1,83.9,15,78.6,78.6,20,73.3,71.1,13,.,.,.,-1,-1,.,72,68,25,67.6,64.9,10,-1,-1,.,-1,-1,-1
235901041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
235901101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
235901103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
235902004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
235902006,-1,-1,.,.,.,.,.,.,.,56.6,7.5,10,-1,-1,-1,62.5,12.5,0,64.5,12.9,9,53.7,7.3,0,.,.,.,.,.,.,45.5,0,11,54.2,8.3,0,.,.,.,62.5,0,40
235902008,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
235902013,-1,-1,.,100,16.7,100,.,.,.,58.2,27.7,39,43.9,24.4,31,50.6,33.8,29,58.6,24.7,36,54.1,33.7,29,-1,-1,.,-1,-1,.,57.9,30.9,43,41.7,32.4,16,41.7,37.5,0,68.9,20.2,49
235902014,-1,-1,-1,66.7,33.3,60,.,.,.,58.6,23.6,31,51.9,22.2,20,37.5,21.4,16,65,22.2,35,43.9,20.3,13,.,.,.,-1,-1,-1,50.7,25.3,23,39.2,25.5,5,23.1,23.1,0,74.1,27.3,44
235902041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
235902042,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
235902043,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
235902044,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
235902045,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
235902101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
235902102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
