CAMPUS,C000A002G16R,C200A002G16R,C2408FR16R,C300A002G16R,C3408FR16R,C400A002G16R,C4408FR16R,CA00A002G16R,CA408FR16R,CB00A002G16R,CB408FR16R,CE00A002G16R,CE408FR16R,CF00A002G16R,CF408FR16R,CH00A002G16R,CH408FR16R,CI00A002G16R,CI408FR16R,CL408FR16R,CM00A002G16R,CM408FR16R,CR00A002G16R,CR408FR16R,CS00A002G16R,CS408FR16R,CW00A002G16R,CW408FR16R
174904102,-1,-1,.,-1,-1,.,.,59,17,62,21,56,19,53,-1,-1,-1,.,.,-1,65,30,62,17,-1,-1,-1,-1
174904103,-1,-1,-1,-1,.,.,.,62,15,58,-1,63,-1,65,-1,70,-1,.,.,-1,58,-1,62,-1,-1,-1,-1,-1
174904104,-1,-1,.,.,.,.,.,65,-1,-1,.,64,-1,67,-1,69,-1,.,.,-1,63,-1,65,-1,.,.,-1,.
174904105,-1,-1,-1,-1,.,.,.,78,31,77,31,75,33,83,40,83,-1,-1,.,-1,74,-1,77,33,55,-1,80,-1
174904110,89,-1,-1,.,.,.,.,60,19,54,16,61,21,64,27,61,-1,.,.,-1,56,-1,64,18,59,-1,69,-1
174904111,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
174906001,-1,.,.,-1,.,.,.,-1,.,-1,.,-1,.,40,.,-1,.,.,.,.,-1,.,-1,.,-1,.,-1,.
174906041,-1,-1,.,-1,.,.,.,68,-1,-1,.,70,-1,70,-1,69,-1,.,.,-1,67,-1,65,-1,-1,-1,68,-1
174906101,-1,-1,.,-1,.,.,.,61,60,-1,.,58,-1,63,-1,69,-1,.,.,-1,59,-1,59,-1,-1,-1,59,63
174908001,-1,-1,.,-1,.,.,.,53,.,-1,.,-1,.,57,.,-1,.,-1,.,.,-1,.,-1,.,-1,.,-1,.
174908041,-1,-1,.,-1,.,.,.,61,39,-1,-1,52,36,63,53,61,38,-1,.,-1,60,31,61,40,-1,-1,61,38
174908101,-1,-1,.,-1,.,.,.,66,45,-1,-1,66,25,69,61,70,-1,.,.,-1,63,-1,68,41,-1,-1,63,56
174909001,-1,-1,.,.,.,.,.,57,48,-1,-1,57,-1,59,50,-1,-1,.,.,-1,56,47,56,48,54,-1,59,45
174910101,.,.,.,.,.,.,.,66,45,.,.,63,29,68,38,-1,.,-1,-1,.,64,56,68,43,-1,-1,66,43
174911001,-1,-1,.,.,.,.,.,57,-1,-1,-1,52,-1,55,-1,-1,-1,-1,-1,-1,59,-1,53,-1,-1,-1,58,-1
175902001,-1,-1,.,-1,.,.,.,59,.,-1,.,-1,.,71,.,-1,.,-1,.,.,-1,.,-1,.,-1,.,67,.
175902041,67,69,-1,.,.,.,.,70,43,-1,-1,68,41,75,47,68,53,.,.,-1,65,39,64,41,-1,-1,71,40
175902101,70,-1,-1,.,.,.,.,66,33,-1,.,66,-1,65,-1,65,-1,.,.,-1,66,35,67,33,74,-1,64,50
175903001,-1,-1,.,-1,.,-1,.,48,.,-1,.,50,.,52,.,51,.,-1,.,.,45,.,43,.,-1,.,46,.
175903041,62,36,-1,82,-1,-1,-1,63,37,60,20,63,36,69,42,66,41,-1,-1,36,58,34,66,37,50,10,61,47
175903042,40,-1,.,-1,.,-1,-1,40,9,-1,-1,40,9,35,-1,42,-1,-1,-1,-1,44,12,36,-1,35,-1,42,-1
175903101,70,-1,-1,.,.,-1,-1,74,40,76,-1,70,35,77,42,72,39,.,.,45,72,39,74,31,58,-1,77,45
175903102,55,-1,.,-1,.,61,-1,58,28,60,-1,57,30,59,24,56,28,.,.,26,56,32,55,20,49,-1,60,40
175903103,56,-1,-1,-1,.,-1,.,63,23,61,29,63,20,69,29,59,-1,.,.,-1,58,19,60,22,-1,-1,70,-1
175903105,74,-1,.,.,.,.,.,74,53,-1,.,74,45,76,71,74,54,.,.,54,72,-1,75,53,-1,.,76,-1
175903107,65,.,.,.,.,-1,-1,65,24,67,-1,65,25,61,25,64,37,.,.,35,69,23,66,23,50,-1,-1,.
175904001,-1,-1,-1,.,.,.,.,47,-1,-1,.,-1,-1,49,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,45,-1
175904101,-1,100,-1,.,.,.,.,61,46,70,-1,59,50,76,78,-1,-1,.,.,-1,49,29,64,46,-1,-1,59,44
175905001,45,-1,-1,.,.,.,.,49,25,-1,.,46,-1,50,-1,44,-1,-1,.,-1,49,-1,49,-1,-1,-1,54,-1
175905002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
175905101,-1,.,.,.,.,.,.,50,-1,-1,.,50,-1,53,-1,50,-1,.,.,-1,46,-1,52,-1,-1,-1,-1,-1
175907001,-1,-1,-1,-1,.,.,.,60,25,53,-1,59,21,62,35,61,-1,-1,.,-1,59,17,62,26,37,-1,63,37
175910001,-1,-1,.,-1,.,-1,-1,57,48,-1,.,46,33,58,69,-1,-1,-1,-1,-1,57,33,49,52,-1,-1,59,52
175910101,-1,-1,.,-1,.,-1,.,70,50,-1,-1,62,-1,67,56,-1,-1,-1,-1,-1,73,46,75,50,-1,-1,70,44
175911001,-1,-1,.,.,.,.,.,-1,.,-1,.,-1,.,38,.,-1,.,.,.,.,-1,.,-1,.,-1,.,-1,.
175911042,50,-1,.,.,.,.,.,56,39,-1,-1,55,38,61,40,54,35,-1,.,33,52,38,55,37,52,23,61,52
175911101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
176901001,-1,-1,.,.,.,.,.,-1,.,-1,.,-1,.,37,.,-1,.,.,.,.,-1,.,-1,.,-1,.,-1,.
176901041,-1,.,.,.,.,.,.,63,-1,-1,-1,-1,-1,53,-1,-1,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1
176901101,.,.,.,.,.,.,.,54,25,-1,-1,52,24,60,-1,.,.,.,.,.,48,-1,-1,24,-1,-1,57,-1
176902002,.,-1,.,-1,.,.,.,-1,.,-1,.,-1,.,46,.,-1,.,.,.,.,-1,.,-1,.,-1,.,-1,.
176902041,.,-1,-1,.,.,.,.,50,31,51,23,51,28,50,32,-1,-1,.,.,.,50,31,53,31,58,-1,49,50
176902104,-1,-1,-1,-1,.,.,.,68,43,64,37,68,42,68,50,-1,-1,-1,.,.,68,38,69,44,73,-1,70,67
176903001,.,-1,-1,.,.,.,.,56,18,-1,-1,54,-1,59,-1,-1,.,-1,-1,.,51,-1,-1,-1,-1,-1,57,16
176903101,.,.,.,.,.,.,.,42,30,-1,-1,46,35,43,-1,-1,-1,.,.,.,41,29,35,-1,-1,-1,41,26
177901001,-1,-1,.,.,.,.,.,44,44,-1,-1,40,44,42,-1,40,36,.,.,-1,46,53,36,41,-1,-1,46,63
177901003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
177901101,81,.,.,.,.,.,.,73,48,.,.,66,31,74,58,73,47,.,.,-1,72,41,75,50,-1,-1,72,50
177902001,-1,-1,.,.,.,.,.,41,.,-1,.,37,.,43,.,42,.,.,.,.,40,.,-1,.,-1,.,43,.
177902004,.,.,.,.,.,.,.,-1,.,.,.,-1,.,0,.,-1,.,.,.,.,.,.,-1,.,.,.,.,.
177902041,-1,-1,-1,-1,.,.,.,54,21,-1,-1,52,19,58,27,52,22,-1,.,-1,50,17,49,17,51,-1,57,21
177902101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
177902102,-1,.,.,-1,.,.,.,-1,.,.,.,-1,.,33,.,-1,.,.,.,.,-1,.,-1,.,.,.,-1,.
177902104,-1,-1,-1,-1,-1,-1,.,67,38,70,-1,69,35,65,33,68,44,.,.,-1,70,41,68,37,65,25,65,-1
177902105,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
177903001,-1,.,.,.,.,.,.,52,-1,.,.,-1,-1,60,-1,-1,-1,-1,.,.,47,-1,41,-1,-1,-1,52,-1
177905001,.,-1,.,-1,-1,.,.,68,-1,.,.,62,-1,71,-1,-1,-1,.,.,.,66,-1,55,-1,-1,-1,68,-1
178801001,-1,.,.,.,.,.,.,53,29,-1,.,52,-1,61,-1,54,29,.,.,-1,45,-1,54,29,.,.,.,.
178801101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
178801102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
178807101,-1,-1,.,-1,-1,.,.,55,22,-1,.,-1,-1,59,-1,58,-1,.,.,-1,51,-1,-1,-1,-1,-1,50,-1
178808041,.,-1,-1,77,.,.,.,73,79,-1,.,-1,.,76,83,72,-1,.,.,.,70,75,62,-1,-1,-1,73,73
178808101,-1,-1,.,.,.,.,.,70,-1,-1,.,.,.,64,-1,65,.,.,.,.,74,-1,92,-1,-1,-1,71,-1
178901001,.,.,.,-1,.,.,.,65,56,-1,-1,62,55,63,73,66,56,.,.,.,67,44,63,56,-1,-1,61,-1
178901101,.,.,.,.,.,.,.,69,43,.,.,66,47,72,-1,68,39,.,.,.,67,42,66,43,-1,-1,72,-1
178902001,-1,.,.,-1,.,.,.,-1,.,-1,.,-1,.,55,.,-1,.,.,.,.,-1,.,-1,.,-1,.,-1,.
178902041,-1,.,.,-1,.,-1,-1,66,43,-1,.,64,38,70,38,67,46,-1,.,.,61,47,69,45,48,-1,57,-1
178902101,-1,-1,.,-1,.,.,.,62,32,-1,.,62,37,63,-1,63,27,.,.,-1,61,32,69,29,68,-1,52,-1
178902102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
178902103,-1,.,.,.,.,.,.,74,-1,.,.,74,-1,80,-1,71,-1,.,.,.,70,-1,-1,.,-1,-1,-1,.
178903001,-1,-1,.,-1,.,.,.,53,.,-1,.,48,.,53,.,50,.,-1,.,.,52,.,-1,.,-1,.,55,.
178903005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
178903041,55,67,-1,94,-1,-1,.,62,36,-1,-1,59,33,61,43,59,27,-1,.,-1,63,31,61,33,60,16,66,54
178903103,78,-1,-1,-1,.,-1,-1,69,56,-1,-1,70,53,72,57,68,55,-1,.,-1,66,55,79,56,59,34,70,68
178903104,-1,.,.,.,.,.,.,-1,.,.,.,-1,.,83,.,-1,.,.,.,.,-1,.,-1,.,-1,.,.,.
178903105,-1,.,.,.,.,.,.,-1,.,.,.,-1,.,100,.,-1,.,.,.,.,-1,.,-1,.,.,.,.,.
178904001,-1,-1,.,-1,.,-1,.,57,.,-1,.,56,.,58,.,58,.,-1,.,.,56,.,53,.,-1,.,57,.
178904002,-1,-1,.,-1,.,-1,.,58,.,-1,.,55,.,61,.,56,.,.,.,.,55,.,54,.,-1,.,67,.
178904003,-1,-1,-1,.,.,.,.,68,50,71,.,66,46,70,71,68,47,.,.,-1,66,36,66,50,-1,-1,73,-1
178904004,-1,-1,.,-1,.,.,.,50,.,-1,.,49,.,49,.,51,.,.,.,.,52,.,46,.,49,.,-1,.
178904005,33,-1,.,-1,.,-1,.,58,.,-1,.,56,.,60,.,56,.,-1,.,.,57,.,54,.,59,.,68,.
178904008,-1,.,.,-1,.,.,.,57,.,-1,.,-1,.,55,.,55,.,.,.,.,-1,.,-1,.,-1,.,-1,.
178904009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
178904012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
178904014,-1,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,36,.,-1,.,.,.,.,-1,.,-1,.,-1,.,-1,.
178904015,-1,-1,.,79,.,-1,.,59,.,-1,.,53,.,62,.,57,.,-1,.,.,55,.,50,.,-1,.,58,.
178904041,50,-1,.,91,.,.,.,61,31,57,-1,52,30,62,34,56,31,-1,.,-1,60,29,52,30,53,14,78,-1
178904043,52,-1,.,-1,.,.,.,56,37,-1,-1,56,38,61,41,57,40,-1,-1,-1,51,34,56,38,49,-1,51,-1
178904045,-1,-1,-1,-1,.,.,.,58,40,-1,-1,58,37,57,41,59,37,-1,-1,-1,58,39,59,39,56,16,58,65
178904046,53,-1,.,-1,.,.,.,56,31,-1,-1,57,31,60,29,56,33,-1,-1,-1,53,33,55,31,61,18,-1,-1
178904047,54,-1,.,-1,-1,-1,.,56,31,58,37,55,32,59,36,56,31,-1,.,22,54,27,56,31,55,17,-1,-1
178904048,-1,-1,-1,-1,.,-1,.,54,40,48,-1,54,42,56,41,54,40,.,.,-1,53,39,55,40,63,-1,61,-1
178904049,-1,-1,-1,-1,.,.,.,56,37,-1,-1,55,36,58,40,56,35,.,.,-1,55,34,55,35,55,22,56,43
178904050,48,.,.,.,.,.,.,55,28,-1,-1,56,27,56,29,55,29,-1,.,-1,53,28,54,27,40,14,-1,-1
178904052,45,-1,-1,.,.,.,.,57,26,-1,-1,56,26,57,27,57,27,-1,-1,-1,57,25,57,25,62,-1,66,-1
178904054,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
178904055,59,-1,-1,74,-1,-1,-1,60,40,50,-1,58,38,60,50,59,48,.,.,-1,60,34,62,41,59,-1,63,-1
178904056,63,-1,.,61,-1,-1,.,58,36,53,-1,58,39,61,47,57,34,-1,.,-1,55,28,58,35,50,11,60,56
178904057,-1,-1,-1,-1,.,.,.,55,25,-1,-1,53,27,61,36,57,28,-1,.,-1,49,18,52,23,55,-1,47,-1
178904101,74,-1,-1,.,.,.,.,78,37,-1,-1,79,39,78,40,78,33,.,.,-1,79,33,80,38,-1,-1,-1,-1
178904103,67,-1,.,.,.,.,.,65,52,-1,.,66,53,60,-1,66,52,.,.,-1,68,53,68,54,-1,-1,-1,.
178904104,73,-1,.,.,.,.,.,72,39,-1,-1,72,39,73,39,73,37,.,.,-1,72,39,75,39,75,-1,73,56
178904106,76,.,.,-1,.,.,.,69,51,-1,.,68,50,70,50,68,51,.,.,-1,68,52,72,51,-1,-1,71,50
178904107,54,.,.,.,.,.,.,62,25,-1,-1,63,27,65,29,62,26,.,.,-1,59,22,62,25,-1,-1,58,-1
178904108,63,.,.,.,.,.,.,72,37,.,.,73,38,74,36,72,37,.,.,37,71,37,73,37,67,-1,75,-1
178904110,70,-1,.,.,.,.,.,75,41,-1,-1,75,41,69,-1,75,36,.,.,-1,80,41,73,38,68,71,-1,-1
178904111,52,.,.,.,.,.,.,66,36,80,-1,65,38,70,28,65,36,.,.,-1,61,44,65,35,66,-1,64,-1
178904115,69,.,.,.,.,.,.,72,42,-1,-1,72,44,80,48,71,40,.,.,-1,64,38,71,43,71,-1,72,-1
178904116,76,90,-1,.,.,.,.,74,52,-1,.,74,52,77,47,72,47,.,.,-1,72,56,75,50,81,-1,86,-1
178904117,77,-1,-1,.,.,.,.,71,33,-1,-1,70,31,75,-1,70,30,.,.,-1,68,34,72,33,88,-1,-1,-1
178904118,62,.,.,-1,-1,.,.,78,35,-1,-1,78,31,84,36,79,34,.,.,-1,72,33,76,35,-1,-1,75,-1
178904121,61,.,.,.,.,.,.,69,57,-1,.,67,52,68,62,70,59,.,.,-1,70,53,73,57,69,-1,-1,-1
178904122,65,.,.,.,.,.,.,70,40,-1,-1,69,38,72,37,71,39,.,.,67,69,42,69,37,68,-1,-1,.
178904123,-1,-1,.,.,.,.,.,62,23,-1,-1,63,14,65,22,63,25,.,.,-1,60,25,65,24,65,-1,60,-1
178904124,77,.,.,-1,.,.,.,68,19,-1,.,65,21,74,-1,68,19,.,.,-1,58,-1,68,19,-1,-1,-1,-1
178904125,-1,-1,-1,-1,.,.,.,61,27,-1,.,60,33,60,-1,62,26,.,.,-1,64,29,67,25,-1,-1,62,-1
178904127,74,.,.,.,.,.,.,68,32,67,-1,68,32,67,38,67,31,.,.,67,70,27,69,32,65,26,78,63
178904130,-1,-1,.,-1,.,.,.,62,29,71,-1,62,24,61,40,60,29,.,.,-1,63,21,68,28,70,-1,75,-1
178904132,-1,-1,.,-1,.,.,.,71,39,-1,-1,71,39,70,47,72,40,.,.,-1,73,-1,68,38,68,-1,66,-1
178904134,-1,.,.,.,.,.,.,79,75,-1,-1,80,74,80,63,81,76,.,.,-1,79,79,87,74,82,-1,74,83
178904136,-1,.,.,.,.,.,.,75,41,-1,-1,75,40,72,48,73,41,-1,.,-1,78,36,82,41,88,-1,82,-1
178904138,-1,-1,-1,-1,-1,.,.,62,34,-1,-1,52,-1,64,-1,62,30,-1,.,-1,61,38,64,34,-1,-1,54,-1
178904139,93,-1,.,89,.,.,.,79,.,88,.,75,.,81,.,71,.,-1,.,.,76,.,68,.,-1,.,83,.
178904140,50,-1,.,-1,.,.,.,74,40,-1,-1,75,41,78,-1,72,36,.,.,-1,72,36,76,38,-1,-1,68,-1
178904141,70,.,.,-1,.,.,.,76,55,-1,-1,73,53,75,59,77,57,.,.,-1,77,50,82,48,-1,-1,75,-1
178904142,54,.,.,.,.,.,.,60,28,-1,-1,60,26,62,23,60,28,-1,-1,29,58,33,60,28,63,-1,56,-1
178904143,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
178904146,-1,.,.,-1,.,.,.,70,42,-1,-1,68,48,69,46,69,48,.,.,-1,71,40,67,44,50,-1,72,-1
178904148,62,-1,.,-1,-1,-1,.,68,44,-1,-1,67,41,70,60,71,52,.,.,-1,64,29,70,42,81,-1,56,-1
178904149,83,-1,-1,82,-1,.,.,70,57,-1,-1,65,-1,68,71,72,58,.,.,-1,72,50,74,57,-1,-1,61,-1
178904150,68,.,.,-1,-1,.,.,72,56,-1,.,71,52,77,60,72,55,.,.,-1,68,52,72,56,68,-1,72,-1
178904151,-1,-1,.,83,.,-1,.,69,46,-1,-1,68,53,71,43,67,50,-1,.,-1,68,50,74,48,72,-1,72,-1
178904152,77,-1,.,-1,.,.,.,74,52,-1,-1,70,48,77,52,73,56,.,.,-1,71,52,78,51,82,-1,75,-1
178904153,69,.,.,-1,.,.,.,70,-1,-1,.,64,-1,75,-1,68,-1,.,.,-1,65,-1,60,-1,-1,-1,-1,.
178904154,-1,-1,.,-1,.,-1,-1,59,54,-1,-1,55,48,61,47,56,54,-1,-1,-1,58,59,61,50,89,56,68,-1
178904157,88,-1,-1,85,.,-1,.,79,56,63,-1,74,55,81,42,78,45,-1,.,.,76,67,77,56,50,-1,78,-1
178904158,75,.,.,94,-1,.,.,79,73,-1,.,78,67,84,78,79,65,.,.,-1,75,69,87,71,80,-1,77,-1
178905041,-1,-1,.,.,.,.,.,74,36,.,.,72,39,79,-1,71,35,.,.,-1,69,38,71,36,68,-1,93,-1
178906001,.,-1,.,-1,.,.,.,62,58,-1,.,-1,-1,61,-1,56,71,-1,.,.,64,-1,57,55,-1,-1,67,-1
178906101,-1,-1,.,-1,.,.,.,67,50,-1,-1,-1,-1,64,56,61,45,-1,-1,.,70,46,64,41,78,-1,73,75
178908001,-1,-1,.,.,.,.,.,57,.,.,.,-1,.,53,.,-1,.,.,.,.,-1,.,-1,.,-1,.,56,.
178908041,-1,-1,.,-1,.,.,.,67,-1,.,.,70,-1,70,.,68,-1,-1,.,.,66,-1,59,-1,-1,-1,68,-1
178908101,.,-1,.,-1,.,.,.,77,64,.,.,76,78,76,-1,83,-1,-1,.,.,77,78,84,64,-1,-1,72,60
178909001,-1,.,.,.,.,.,.,48,.,-1,.,45,.,50,.,48,.,.,.,.,47,.,41,.,-1,.,-1,.
178909005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
178909041,-1,-1,-1,.,.,.,.,56,27,-1,-1,55,24,57,26,56,28,-1,-1,-1,56,28,55,26,53,-1,-1,-1
178909042,52,-1,.,.,.,-1,.,61,28,-1,-1,60,27,64,29,61,28,.,.,-1,58,26,68,28,63,12,-1,.
178909101,-1,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.,.,-1,.,-1,.,.,.,.,.
178909103,-1,.,.,.,.,.,.,-1,.,.,.,-1,.,50,.,-1,.,.,.,.,-1,.,-1,.,-1,.,.,.
178909105,-1,.,.,.,.,.,.,-1,.,.,.,-1,.,0,.,-1,.,.,.,.,-1,.,-1,.,.,.,.,.
178909108,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
178912001,-1,-1,.,-1,.,.,.,45,.,-1,.,41,.,48,.,43,.,.,.,.,41,.,37,.,-1,.,50,.
178912002,.,.,.,.,.,.,.,-1,.,.,.,-1,.,50,.,-1,.,.,.,.,-1,.,-1,.,-1,.,.,.
178912003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
178912041,-1,-1,-1,-1,.,.,.,60,39,-1,-1,59,37,59,46,58,40,-1,-1,25,60,35,57,40,56,17,63,38
178912101,69,.,.,.,.,.,.,69,.,.,.,67,.,64,.,69,.,.,.,.,75,.,69,.,-1,.,.,.
178912104,72,-1,-1,-1,.,-1,-1,66,34,-1,-1,64,31,69,41,67,36,.,.,-1,63,29,69,33,57,-1,58,-1
178913001,-1,.,.,.,.,.,.,-1,.,-1,.,-1,.,52,.,-1,.,.,.,.,-1,.,-1,.,-1,.,-1,.
178913041,-1,.,.,.,.,.,.,55,37,-1,.,55,40,56,44,55,36,.,.,-1,55,29,63,31,-1,-1,59,-1
178913101,90,.,.,.,.,.,.,75,76,-1,.,75,73,73,-1,76,75,.,.,-1,77,85,83,76,85,-1,68,-1
178914001,-1,-1,.,-1,.,-1,.,45,.,-1,.,40,.,46,.,45,.,-1,.,.,44,.,40,.,-1,.,45,.
178914004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
178914041,69,57,-1,84,-1,-1,.,71,46,56,-1,69,48,75,54,71,48,-1,.,46,68,41,68,46,67,-1,74,44
178914101,54,57,-1,-1,.,.,.,59,30,-1,-1,55,23,62,32,58,34,.,.,-1,55,29,57,31,46,-1,60,26
178914103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
178914105,78,55,46,-1,.,.,.,70,41,72,-1,66,42,72,50,71,40,.,.,-1,68,34,70,40,68,21,72,41
178914106,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
178915001,-1,-1,.,.,.,.,.,47,.,-1,.,47,.,48,.,48,.,-1,.,.,-1,.,-1,.,-1,.,-1,.
178915002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
178915041,50,-1,.,.,.,.,.,65,38,76,53,65,38,69,39,64,37,.,.,-1,61,37,66,37,64,29,-1,-1
178915102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
178915104,66,-1,.,.,.,.,.,66,42,89,-1,65,42,66,41,64,41,.,.,-1,66,42,65,39,68,-1,-1,-1
179901001,-1,-1,.,.,.,-1,.,37,.,.,.,-1,.,47,.,41,.,.,.,.,-1,.,-1,.,-1,.,-1,.
179901002,-1,.,.,.,.,.,.,-1,.,.,.,-1,.,50,.,-1,.,.,.,.,-1,.,-1,.,.,.,.,.
179901041,49,-1,-1,-1,.,-1,.,58,36,.,.,57,32,57,39,57,37,-1,-1,21,59,34,57,35,57,18,60,35
179901101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
179901102,70,.,.,.,.,.,.,70,.,.,.,70,.,75,.,69,.,.,.,.,66,.,70,.,-1,.,-1,.
179901103,66,-1,.,.,.,.,.,69,41,-1,.,65,43,76,43,68,43,-1,.,43,63,40,69,41,62,-1,71,35
180901001,.,-1,.,.,.,.,.,60,.,-1,.,60,.,44,.,-1,.,.,.,.,-1,.,60,.,-1,.,59,.
180901003,.,.,.,.,.,.,.,-1,.,.,.,-1,.,0,.,.,.,.,.,.,-1,.,-1,.,.,.,-1,.
180901041,.,-1,.,.,.,.,.,67,45,-1,.,65,50,74,-1,75,-1,.,.,.,63,-1,64,45,-1,-1,65,-1
180901101,.,-1,.,.,.,.,.,59,-1,-1,.,-1,-1,58,-1,-1,-1,.,.,.,60,-1,-1,-1,-1,-1,65,-1
180902001,-1,-1,.,.,.,.,.,59,67,-1,.,56,-1,61,-1,68,-1,.,.,.,57,-1,57,67,-1,-1,57,-1
180902101,-1,.,.,-1,.,.,.,70,-1,.,.,-1,-1,70,-1,91,-1,.,.,-1,70,-1,66,-1,-1,-1,67,-1
180903001,-1,-1,-1,.,.,.,.,54,31,.,.,52,42,57,-1,62,42,.,.,-1,-1,-1,-1,31,-1,-1,-1,-1
180904101,-1,.,.,.,.,.,.,68,-1,.,.,65,-1,58,-1,-1,.,.,.,.,77,-1,63,-1,-1,-1,73,-1
181901001,-1,-1,.,-1,.,.,.,54,.,-1,.,49,.,55,.,56,.,-1,.,.,54,.,43,.,-1,.,54,.
181901041,57,-1,-1,79,-1,.,.,60,34,-1,-1,59,37,61,39,62,-1,-1,-1,-1,57,29,58,35,54,-1,59,31
181901102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
181901103,67,-1,.,-1,-1,.,.,61,58,-1,-1,53,56,59,56,60,62,-1,.,50,64,60,58,47,-1,-1,61,60
181905001,-1,-1,.,-1,.,.,.,58,.,.,.,61,.,69,.,-1,.,-1,.,.,-1,.,-1,.,-1,.,57,.
181905041,-1,-1,-1,-1,-1,.,.,63,35,-1,.,61,32,64,41,70,36,-1,-1,-1,62,30,66,36,55,21,62,34
181905102,-1,-1,.,-1,.,.,.,58,33,.,.,57,-1,59,-1,-1,-1,-1,.,.,57,35,54,33,-1,-1,59,35
181906001,-1,-1,.,.,.,.,.,-1,.,-1,.,-1,.,51,.,-1,.,-1,.,.,-1,.,-1,.,-1,.,-1,.
181906041,-1,-1,-1,-1,-1,.,.,56,29,57,31,55,28,59,32,46,-1,-1,-1,-1,54,26,49,23,51,-1,57,29
181906102,49,-1,-1,.,.,.,.,52,24,55,23,52,22,50,26,55,42,-1,.,-1,55,23,56,23,46,-1,47,-1
181906104,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
181907001,-1,.,.,-1,.,.,.,49,.,-1,.,43,.,53,.,-1,.,-1,.,.,45,.,39,.,-1,.,50,.
181907002,.,.,.,.,.,.,.,-1,.,.,.,-1,.,0,.,.,.,.,.,.,.,.,-1,.,.,.,-1,.
181907041,-1,-1,-1,79,-1,-1,.,62,41,-1,-1,62,36,67,43,64,53,.,.,-1,57,39,61,40,67,24,62,40
181907101,.,-1,.,.,.,.,.,66,-1,.,.,57,-1,66,-1,-1,-1,-1,.,.,66,-1,66,-1,58,-1,65,-1
181907102,-1,-1,.,-1,.,.,.,59,28,.,.,59,31,54,-1,-1,-1,-1,.,-1,65,32,60,24,52,38,61,28
181907103,-1,-1,-1,-1,-1,.,.,59,27,.,.,55,25,59,38,-1,-1,.,.,-1,60,-1,59,25,-1,-1,59,23
181907104,-1,-1,-1,-1,.,.,.,58,30,-1,.,56,29,61,31,73,-1,-1,.,-1,55,29,55,29,58,14,57,31
181908001,-1,-1,.,-1,.,.,.,45,.,-1,.,-1,.,47,.,-1,.,-1,.,.,-1,.,-1,.,-1,.,46,.
